"CATEGORY","RAWTEXT"
"1","`` ... something appears to have been lost in the translation this time ."
"2","The Importance of Being Earnest movie seems to be missing a great deal of the acerbic repartee of the play . ''"
"5","( Washington 's ) strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene ."
"4","Shiner can certainly go the distance , but is n't world championship material"
"2","The film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality ."
"4","... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job ..."
"4","Affable if not timeless , Like Mike raises some worthwhile themes while delivering a wholesome fantasy for kids ."
"4","A film of delicate interpersonal dances ."
"4","Caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose ."
"3","It 's a sight to behold ."
"3","It 's an unusual , thoughtful bio-drama with a rich subject and some fantastic moments and scenes ."
"3","Saved from being merely way-cool by a basic , credible compassion ."
"5","The increasingly diverse French director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history ."
"3","Gangs , despite the gravity of its subject matter , is often as fun to watch as a good spaghetti western ."
"4","Peter Jackson has done the nearly impossible ."
"4","He has improved upon the first and taken it a step further , richer and deeper ."
"2","What Jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery"
"3","There has to be a few advantages to never growing old ."
"2","Like being able to hit on a 15-year old when you 're over 100 ."
"4","Ice Age wo n't drop your jaw , but it will warm your heart , and I 'm giving it a strong thumbs up ."
"4","Like Kissing Jessica Stein , Amy 's Orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor ."
"3","The Lady and the Duke is Eric Rohmer 's economical antidote to the bloated costume drama"
"5","One of the year 's best films , featuring an Oscar-worthy performance by Julianne Moore ."
"5","A small gem from Belgium ."
"4","Combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration ."
"2","A soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of B-movie imagination ."
"5","The most ingenious film comedy since Being John Malkovich ."
"4","There 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers ."
"2","A movie where story is almost an afterthought amidst a swirl of colors and inexplicable events ."
"4","Manages to accomplish what few sequels can -- it equals the original and in some ways even betters it ."
"5","To call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest ."
"4","Jolie gives it that extra little something that makes it worth checking out at theaters , especially if you 're in the mood for something more comfortable than challenging ."
"3","Although melodramatic and predictable , this romantic comedy explores the friendship between five Filipino-Americans and their frantic efforts to find love ."
"4","I have a new favorite musical -- and I 'm not even a fan of the genre"
"4","It 's unlikely we 'll see a better thriller this year ."
"5","There is a real subject here , and it is handled with intelligence and care ."
"5","Jason Patric and Ray Liotta make for one splendidly cast pair ."
"3","Noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism ."
"4","Starts slowly , but Adrien Brody -- in the title role -- helps make the film 's conclusion powerful and satisfying ."
"4","Very predictable but still entertaining"
"5","Nothing short of a masterpiece -- and a challenging one ."
"4","Pratfalls aside , Barbershop gets its greatest play from the timeless spectacle of people really talking to each other ."
"4","This amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as Greenfingers ..."
"4","This is one of Mr. Chabrol 's subtlest works , but also one of his most uncanny ."
"4","An engrossing Iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed ."
"4","Even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy ."
"3","Watching Spirited Away is like watching an Eastern imagination explode ."
"4","As relationships shift , director Robert J. Siegel allows the characters to inhabit their world without cleaving to a narrative arc ."
"4","Twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record ."
"4","While the story does seem pretty unbelievable at times , it 's awfully entertaining to watch ."
"4","A smart and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist ."
"3","Examines its explosive subject matter as nonjudgmentally as Wiseman 's previous studies of inner-city high schools , hospitals , courts and welfare centers ."
"3","I prefer Soderbergh 's concentration on his two lovers over Tarkovsky 's mostly male , mostly patriarchal debating societies ."
"4","` If you are in the mood for an intelligent weepy , it can easily worm its way into your heart . '"
"5","In IMAX in short , it 's just as wonderful on the big screen ."
"4","Does a good job of establishing a time and place , and of telling a fascinating character 's story ."
"4","I 'm going to give it a marginal thumbs up ."
"4","I liked it just enough ."
"3","Those of you who do n't believe in Santa Claus probably also think that sequels can never capture the magic of the original ."
"2","Well , this movie proves you wrong on both counts ."
"5","A deliciously nonsensical comedy about a city coming apart at its seams ."
"4","The rare Imax movie that you 'll wish was longer than an hour ."
"3","My Wife 's plotting is nothing special ; it 's the delivery that matters here ."
"4","I 've yet to find an actual Vietnam War combat movie actually produced by either the North or South Vietnamese , but at least now we 've got something pretty damn close ."
"5","A moving and not infrequently breathtaking film ."
"4","It 's a sharp movie about otherwise dull subjects ."
"2","It 's like Rocky and Bullwinkle on Speed , but that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness ."
"4","As action-adventure , this space-based homage to Robert Louis Stevenson 's Treasure Island fires on all plasma conduits ."
"3","A melancholy , emotional film ."
"4","While the filmmaking may be a bit disjointed , the subject matter is so fascinating that you wo n't care ."
"5","Intensely romantic , thought-provoking and even an engaging mystery ."
"5","Goofy , nutty , consistently funny ."
"4","And educational !"
"3","Another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it ."
"5","It leaves little doubt that Kidman has become one of our best actors ."
"5","The film boasts dry humor and jarring shocks , plus moments of breathtaking mystery ."
"4","Beautifully directed and convincingly acted ."
"3","Gambling and throwing a basketball game for money is n't a new plot -- in fact Toback himself used it in Black and White ."
"4","But Toback 's deranged immediacy makes it seem fresh again ."
"4","In the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes ."
"4","Bring on the sequel ."
"4","Graced with the kind of social texture and realism that would be foreign in American teen comedies ."
"4","If we sometimes need comforting fantasies about mental illness , we also need movies like Tim McCann 's Revolution No. 9 ."
"4","The film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story ."
"4","A big-budget\/all-star movie as unblinkingly pure as The Hours is a distinct rarity , and an event ."
"4","... certainly an entertaining ride , despite many talky , slow scenes ."
"3","But something seems to be missing ."
"4","A sense of real magic , perhaps ."
"5","That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace ."
"3","The movie worked for me right up to the final scene , and then it caved in ."
"5","... one of the most entertaining monster movies in ages ..."
"4","Plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision ."
"3","Would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?"
"3","Do you chuckle at the thought of an ancient librarian whacking a certain part of a man 's body ?"
"4","If you answered yes , by all means enjoy The New Guy ."
"4","The film is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation ."
"3","Missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane ."
"4","An indispensable peek at the art and the agony of making people laugh ."
"4","Steadfastly uncinematic but powerfully dramatic ."
"4","The engagingly primitive animated special effects contribute to a mood that 's sustained through the surprisingly somber conclusion ."
"3","Made-Up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on America 's skin-deep notions of pulchritude ."
"4","Evokes the 19th century with a subtlety that is an object lesson in period filmmaking ."
"4","Ya-Yas everywhere will forgive the flaws and love the film ."
"3","The film 's best trick is the way that it treats conspiracy as a kind of political Blair Witch , a monstrous murk that haunts us precisely because it can never be seen ."
"5","The artwork is spectacular and unlike most animaton from Japan , the characters move with grace and panache ."
"4","The picture 's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed ."
"2","The modern remake of Dumas 's story is long on narrative and ( too ) short on action ."
"1","Fred Schepisi 's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen ."
"5","With a cast of A-list Brit actors , it is worth searching out ."
"2","Suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers ."
"5","Nonchalantly freaky and uncommonly pleasurable , Warm Water may well be the year 's best and most unpredictable comedy ."
"3","It 's like an old Warner Bros. costumer jived with sex -- this could be the movie Errol Flynn always wanted to make , though Bette Davis , cast as Joan , would have killed him ."
"5","It 's a great American adventure and a wonderful film to bring to IMAX ."
"4","Satisfyingly scarifying , fresh and old-fashioned at the same time ."
"4","Oh , James !"
"4","Your 20th outing shows off a lot of stamina and vitality , and get this , Madonna 's cameo does n't suck !"
"3","That death is merely a transition is a common tenet in the world 's religions ."
"4","This deeply spiritual film taps into the meaning and consolation in afterlife communications ."
"4","There is something that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics"
"4","A huge box-office hit in Korea , Shiri is a must for genre fans ."
"4","I 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' but Real Women Have Curves truly is life affirming ."
"3","The symbols float like butterflies and the spinning styx sting like bees ."
"2","I wanted more ."
"4","If it 's unnerving suspense you 're after -- you 'll find it with Ring , an indisputably spooky film ; with a screenplay to die for ."
"5","The art direction and costumes are gorgeous and finely detailed , and Kurys ' direction is clever and insightful ."
"3","Red Dragon makes one appreciate Silence of the Lambs ."
"4","Proves a servicable World War II drama that ca n't totally hide its contrivances , but it at least calls attention to a problem Hollywood too long has ignored ."
"4","Leigh is n't breaking new ground , but he knows how a daily grind can kill love ."
"4","While Broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system ."
"4","... strips Bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults ."
"5","Laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma ."
"4","Tends to pile too many `` serious issues '' on its plate at times , yet remains fairly light , always entertaining , and smartly written ."
"4","A solidly entertaining little film ."
"4","It 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space ."
"5","Sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors ."
"4","Despite an overwrought ending , the film works as well as it does because of the performances ."
"5","A passionately inquisitive film determined to uncover the truth and hopefully inspire action ."
"4","Though Nijinsky 's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature ."
"4","A muddle splashed with bloody beauty as vivid as any Scorsese has ever given us ."
"4","From both a great and a terrible story , Mr. Nelson has made a film that is an undeniably worthy and devastating experience ."
"2","Spider-Man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units ."
"4","The first shocking thing about Sorority Boys is that it 's actually watchable ."
"3","Even more baffling is that it 's funny ."
"4","Highlighted by a gritty style and an excellent cast , it 's better than one might expect when you look at the list of movies starring Ice-T in a major role ."
"4","Neither quite a comedy nor a romance , more of an impish divertissement of themes that interest Attal and Gainsbourg -- they live together -- the film has a lot of charm ."
"5","First and foremost ... the reason to go see `` Blue Crush '' is the phenomenal , water-born cinematography by David Hennings ."
"2","A visionary marvel , but it 's lacking a depth in storytelling usually found in anime like this ."
"5","The problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart ."
"4","In his latest effort , Storytelling , Solondz has finally made a movie that is n't just offensive -- it also happens to be good ."
"3","How I Killed My Father would be a rarity in Hollywood ."
"3","It 's an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones ."
"2","I just saw this movie ... well , it 's probably not accurate to call it a movie ."
"4","What 's most memorable about Circuit is that it 's shot on digital video , whose tiny camera enables Shafer to navigate spaces both large ... and small ... with considerable aplomb ."
"5","Scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar ."
"4","Yes , soar ."
"5","A delicious and delicately funny look at the residents of a Copenhagen neighborhood coping with the befuddling complications life tosses at them ."
"3","`` What really happened ? ''"
"2","is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience ."
"5","Soderbergh , like Kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit ."
"4","Much credit must be given to the water-camera operating team of Don King , Sonny Miller , and Michael Stewart ."
"5","Their work is fantastic ."
"4","Crush is so warm and fuzzy you might be able to forgive its mean-spirited second half ."
"1","Franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance SONNY needs to overcome gaps in character development and story logic ."
"4","Tsai Ming-liang 's witty , wistful new film , What Time Is It There ?"
"4",", is a temporal inquiry that shoulders its philosophical burden lightly ."
"3","The Pianist lacks the quick emotional connections of Steven Spielberg 's Schindler 's List ."
"5","But Mr. Polanski creates images even more haunting than those in Mr. Spielberg 's 1993 classic ."
"5","Steers , in his feature film debut , has created a brilliant motion picture ."
"4","A brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium ."
"5","As warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated ."
"3","The film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in ."
"4","Old-fashioned but thoroughly satisfying entertainment ."
"5","An energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching ( or turntablism ) in particular ."
"5","A fun family movie that 's suitable for all ages -- a movie that will make you laugh , cry and realize , ` It 's never too late to believe in your dreams . '"
"4","If you open yourself up to Mr. Reggio 's theory of this imagery as the movie 's set ... it can impart an almost visceral sense of dislocation and change ."
"5","I had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was Earnest ."
"4","Even though the film does n't manage to hit all of its marks , it 's still entertaining to watch the target practice ."
"2","Where This was lazy but enjoyable , a formula comedy redeemed by its stars , That is even lazier and far less enjoyable ."
"5","The 3-D vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry ."
"4","The attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way ."
"4","Fans of the modern day Hong Kong action film finally have the worthy successor to A Better Tomorrow and The Killer which they have been patiently waiting for ."
"4","Even when he 's not at his most critically insightful , Godard can still be smarter than any 50 other filmmakers still at work ."
"4","What sets this romantic comedy apart from most Hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material ."
"4","Has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested ."
"4","This seductive tease of a thriller gets the job done ."
"4","It 's a scorcher ."
"5","Bittersweet comedy\/drama full of life , hand gestures , and some really adorable Italian guys ."
"5","Works as pretty contagious fun ."
"5","The best didacticism is one carried by a strong sense of humanism , and Bertrand Tavernier 's oft-brilliant Safe Conduct ( `` Laissez-passer '' ) wears its heart on its sleeve ."
"4","A realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales ."
"4","A charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface ."
"5","A film with almost as many delights for adults as there are for children and dog lovers ."
"5","Serious movie-goers embarking upon this journey will find that The Road to Perdition leads to a satisfying destination ."
"4","Heartwarming and gently comic even as the film breaks your heart ."
"4","Caruso sometimes descends into sub-Tarantino cuteness ... but for the most part he makes sure The Salton Sea works the way a good noir should , keeping it tight and nasty ."
"3","A `` black Austin Powers ? ''"
"3","I prefer to think of it as `` Pootie Tang with a budget . ''"
"3","Sa da TAY !"
"4","Oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny ."
"3","I would be shocked if there was actually one correct interpretation , but that should n't make the movie or the discussion any less enjoyable ."
"4","Chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of ` ethnic cleansing . '"
"5","The best thing I can say about this film is that I ca n't wait to see what the director does next ."
"4","Smarter than its commercials make it seem ."
"5","One of the funnier movies in town ."
"4","Campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over Rafael 's evolution ."
"5","By turns very dark and very funny ."
"2","Steven Soderbergh does n't remake Andrei Tarkovsky 's Solaris so much as distill it ."
"4","For more than two decades Mr. Nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity ."
"3","Simultaneously heartbreakingly beautiful and exquisitely sad ."
"4","Though overall an overwhelmingly positive portrayal , the film does n't ignore the more problematic aspects of Brown 's life ."
"3","The philosophical musings of the dialogue jar against the tawdry soap opera antics of the film 's action in a way that is surprisingly enjoyable ."
"4","Not too fancy , not too filling , not too fluffy , but definitely tasty and sweet ."
"5","Director Lee has a true cinematic knack , but it 's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve ."
"3","As Allen 's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator David Presson ."
"5","Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers ."
"4","A vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish ."
"4","If S&M seems like a strange route to true love , maybe it is , but it 's to this film 's ( and its makers ' ) credit that we believe that that 's exactly what these two people need to find each other -- and themselves ."
"4","If the film 's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start ."
"4","One of the best of a growing strain of daring films ... that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect ."
"4","... an adorably whimsical comedy that deserves more than a passing twinkle ."
"5","An engrossing story that combines psychological drama , sociological reflection , and high-octane thriller ."
"3","It 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but Westbrook 's foundation and Dalrymple 's film earn their uplift ."
"4","Mel Gibson fights the good fight in Vietnam in director Randall Wallace 's flag-waving war flick with a core of decency ."
"4","There 's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence ."
"5","A brutal and funny work ."
"4","Nicole Holofcenter , the insightful writer\/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully ."
"3","The film is a blunt indictment , part of a perhaps surreal campaign to bring Kissinger to trial for crimes against humanity ."
"5","One of the most important and exhilarating forms of animated filmmaking since old Walt doodled Steamboat Willie ."
"5","Move over Bond ; this girl deserves a sequel ."
"3","The kind of trifle that date nights were invented for . ."
"4","It 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries ."
"4","There 's a sheer unbridled delight in the way the story unfurls ..."
"3","Tells ( the story ) with such atmospheric ballast that shrugging off the plot 's persnickety problems is simply a matter of ( being ) in a shrugging mood ."
"4","The film is hard to dismiss -- moody , thoughtful , and lit by flashes of mordant humor ."
"4","If The Man from Elysian Fields is doomed by its smallness , it is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out ."
"4","What emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice ."
"4","Promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish ."
"4","Meticulously uncovers a trail of outrageous force and craven concealment ."
"4","Hey , Happy !"
"4","is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title ."
"3","You wo n't look at religious fanatics -- or backyard sheds -- the same way again ."
"3","At its best ... Festival in Cannes bubbles with the excitement of the festival in Cannes ."
"4","There is a general air of exuberance in All About The Benjamins that 's hard to resist ."
"4","A lovably old-school Hollywood confection ."
"3","I 'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes ."
"4","By turns gripping , amusing , tender and heart-wrenching , Laissez-passer has all the earmarks of French cinema at its best ."
"3","The warnings to resist temptation in this film ... are blunt and challenging and offer no easy rewards for staying clean ."
"4","Wonder of wonders -- a teen movie with a humanistic message ."
"4","A quirky comedy set in Newfoundland that cleverly captures the dry wit that 's so prevalent on The Rock ."
"5","Peppered with witty dialogue and inventive moments ."
"1","I 'd rather watch a rerun of The Powerpuff Girls"
"4","With the prospect of films like Kangaroo Jack about to burst across America 's winter movie screens it 's a pleasure to have a film like The Hours as an alternative ."
"3","The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic ."
"4","Like its title character , this Nicholas Nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end ."
"4","As a thoughtful and unflinching examination of an alternative lifestyle , Sex with Strangers is a success ."
"5","unpretentious , charming , quirky , original"
"5","Spinning a web of dazzling entertainment may be overstating it , but `` Spider-Man '' certainly delivers the goods ."
"4","Other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf ."
"5","This fascinating look at Israel in ferment feels as immediate as the latest news footage from Gaza and , because of its heightened , well-shaped dramas , twice as powerful ."
"4","Manages to delight without much of a story ."
"5","There 's no denying that Burns is a filmmaker with a bright future ahead of him ."
"2","I have a confession to make : I did n't particularly like E.T. the first time I saw it as a young boy ."
"3","That is because - damn it !"
"4","- I also wanted a little alien as a friend !"
"5","Fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm ."
"5","A genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives ."
"4","Though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation ."
"4","An energetic and engaging film that never pretends to be something it is n't ."
"3","A violent initiation rite for the audience , as much as it is for Angelique , the ( opening ) dance guarantees Karmen 's enthronement among the cinema 's memorable women ."
"5","An animation landmark as monumental as Disney 's 1937 breakthrough Snow White and the Seven Dwarfs ."
"4","An entertaining , if ultimately minor , thriller ."
"5","Sex With Strangers is fascinating ..."
"3","A subtle , poignant picture of goodness that is flawed , compromised and sad ."
"5","A wry , affectionate delight ."
"5","The acting in Pauline And Paulette is good all round , but what really sets the film apart is Debrauwer 's refusal to push the easy emotional buttons ."
"4","One of those joyous films that leaps over national boundaries and celebrates universal human nature ."
"3","A penetrating glimpse into the tissue-thin ego of the stand-up comic ."
"5","Kids should have a stirring time at this beautifully drawn movie ."
"2","And adults will at least have a dream image of the West to savor whenever the film 's lamer instincts are in the saddle ."
"4","Paid in Full is remarkably engaging despite being noticeably derivative of Goodfellas and at least a half dozen other trouble-in-the-ghetto flicks ."
"3","Less cinematically powerful than quietly and deeply moving , which is powerful in itself ."
"4","waydowntown manages to nail the spirit-crushing ennui of denuded urban living without giving in to it ."
"5","Each of these stories has the potential for Touched by an Angel simplicity and sappiness , but Thirteen Conversations About One Thing , for all its generosity and optimism , never resorts to easy feel-good sentiments ."
"3","If Borstal Boy is n't especially realistic , it is an engaging nostalgia piece ."
"2","Often demented in a good way , but it is an uneven film for the most part ."
"3","The script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off ."
"5","Maggie Smith as the Ya-Ya member with the O2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment ."
"5","This is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style ."
"2","Although I did n't hate this one , it 's not very good either ."
"4","It can be safely recommended as a video\/DVD babysitter ."
"5","Another Best of the Year selection ."
"4","The film has the high-buffed gloss and high-octane jolts you expect of De Palma , but what makes it transporting is that it 's also one of the smartest , most pleasurable expressions of pure movie love to come from an American director in years ."
"5","It 's a very valuable film ..."
"4","Max pokes , provokes , takes expressionistic license and hits a nerve ... as far as art is concerned , it 's mission accomplished ."
"5","Literary purists may not be pleased , but as far as mainstream matinee-style entertainment goes , it does a bang-up job of pleasing the crowds ."
"3","Here Polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably ."
"5","The story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday ."
"4","A compelling story of musical passion against governmental odds ."
"2","With `` Ichi the Killer '' , Takashi Miike , Japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than Batman ..."
"4","You never know where Changing Lanes is going to take you but it 's a heck of a ride ."
"5","Samuel L. Jackson is one of the best actors there is ."
"5","( Breheny 's ) lensing of the New Zealand and Cook Island locations captures both the beauty of the land and the people ."
"1","An almost unbearably morbid love story ."
"4","The Wild Thornberrys Movie has all the sibling rivalry and general family chaos to which anyone can relate ."
"4","A forceful drama of an alienated executive who re-invents himself ."
"5","Spielberg 's realization of a near-future America is masterful ."
"5","This makes Minority Report necessary viewing for sci-fi fans , as the film has some of the best special effects ever ."
"5","The gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon ."
"4","The best film of the year 2002 ."
"5","An enthralling , entertaining feature ."
"2","Stripped almost entirely of such tools as nudity , profanity and violence , LaBute does manage to make a few points about modern man and his problematic quest for human connection ."
"4","A remarkable movie with an unsatisfying ending , which is just the point ."
"5","All in all , Brown Sugar is a satisfying well-made romantic comedy that 's both charming and well acted ."
"5","It will guarantee to have you leaving the theater with a smile on your face ."
"4","Smith finds amusing juxtapositions that justify his exercise ."
"5","Working from a surprisingly sensitive script co-written by Gianni Romoli ... Ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up ."
"4","An older cad instructs a younger lad in Zen and the art of getting laid in this prickly indie comedy of manners and misanthropy ."
"5","`` Austin Powers in Goldmember '' has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end ."
"3","One of ( Jaglom 's ) better efforts -- a wry and sometime bitter movie about love ."
"4","Schaeffer is n't in this film , which may be why it works as well as it does ."
"5","A fresh , entertaining comedy that looks at relationships minus traditional gender roles ."
"4","Although Estela Bravo 's documentary is cloyingly hagiographic in its portrait of Cuban leader Fidel Castro , it 's still a guilty pleasure to watch ."
"4","Surprisingly , the film is a hilarious adventure and I shamelessly enjoyed it ."
"4","The Way Home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness ."
"5","Brutally honest and told with humor and poignancy , which makes its message resonate ."
"4","If you can read the subtitles ( the opera is sung in Italian ) and you like ` Masterpiece Theatre ' type costumes , you 'll enjoy this movie ."
"5","A pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of Crystal and De Niro ."
"5","Gangster No. 1 is solid , satisfying fare for adults ."
"5","This Chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare ."
"2","Has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be ."
"3","With its jerky hand-held camera and documentary feel , Bloody Sunday is a sobering recount of a very bleak day in Derry ."
"4","You will likely prefer to keep on watching ."
"2","Insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion ."
"5","But the performances of Pacino , Williams , and Swank keep the viewer wide-awake all the way through ."
"2","What might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point ."
"4","At a time when commercialism has squeezed the life out of whatever idealism American moviemaking ever had , Godfrey Reggio 's career shines like a lonely beacon ."
"5","An Inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds ."
"4","This is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to The Road Warrior ) , but it feels like unrealized potential"
"4","It 's a testament to De Niro and director Michael Caton-Jones that by movie 's end , we accept the characters and the film , flaws and all ."
"3","Performances are potent , and the women 's stories are ably intercut and involving ."
"5","An enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar ."
"5","Lan Yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery ."
"4","Your children will be occupied for 72 minutes ."
"3","Pull ( s ) off the rare trick of recreating not only the look of a certain era , but also the feel ."
